gutenberg_author_id,author,birthdate,deathdate
"3892","Poston, Charles D. (Charles Debrille)","1825","1902"
"34835","Pereira da Silva, Manuel Joaquim",,
"6411","Herbert, Mary E.",,
"5882","Harvey, William Fryer","1885","1937"
"41602","Aldin, Cecil","1870","1935"
"43233","Harting, Pieter","1812","1885"
"50539","Robinson, Brittain B. (Brittain Bragunier)","1899",
"46596","Nyman, Väinö","1880","1947"
"44606","Kiebler, Ulrich","1864","1929"
"39004","Brinton, Anna Cox",,
"33719","Dawson, Æneas MacDonell","1810","1894"
"6209","Aicard, Jean","1848","1921"
"37298","Papantoniou, Ch.",,
"3765","Hill, Samuel Charles","1857","1926"
"1146","Wright, Harold Bell","1872","1944"
"38676","Granger, William D.",,
"26259","Rutten, Felix","1882","1971"
"7006","Dorsey, Anna Hanson","1815","1896"
"48789","Michaëlis, Sophus","1865","1932"
"37353","Boer, Z. C. de (Zacharias Cohen)","1847","1915"
"43676","Baker, Elizabeth","1876","1962"
"773","Adams, Andy","1859","1935"
"43537","Cagni, Manfredo",,
"3734","Riley, Harvey",,
"53481","Smith, Anker","1759","1819"
"55007","Ross, Penny",,
"50209","Henry S. King (Publisher)",,
"1383","Cheyney, Edward Potts","1861","1947"
"7687","Neera","1846","1918"
"52706","Schultz, Marie",,
"56918","Bates, Frank A.","1858","1915"
"44410","Beebe, Robb","1891","1966"
"55791","Jenkins, MacGregor","1869","1940"
"5701","Català, Víctor","1869","1966"
"33667","Harward, Simon, active 1572-1614",,
"31144","Sarfatti, Cesare",,
"44375","Sakurai, Tadayoshi","1879","1965"
"47861","Newberry, Percy E. (Percy Edward)","1869","1949"
"54992","Tooguu, Tojosato","1894","1927"
"24957","Schmitz, James H.","1911","1981"
"39925","Gore, J. Ellard (John Ellard)","1845","1910"
"37508","Herbert, A. P. (Alan Patrick)","1890","1971"
"1262","Stone, Louis","1871","1935"
"54713","Strong, Hero",,
"35503","Newell, R. H. (Robert Henry)","1836","1901"
"33814","Saint-Gelais, Mellin de","1491","1558"
"55813","Stirling, John",,
"56826","Krebbers, H. J. (Hendrik Jan)","1852","1936"
"40215","Rabou, Charles","1803","1870"
"7132","Botkin, Henry Albert","1896","1983"
"43598","Caulfeild, Vivian","1874","1958"
"36709","Martin, Marcus J.",,
"40874","Crealocke, Henry Hope","1831","1891"
"43097","Prime, Samuel Irenæus","1812","1885"
"40526","Nathan, Maude",,
"38876","Purcell, Martha C. Grassham, Mrs.","1867",
"52600","Jernberg, R. A. (Reinert August)","1855","1942"
"48213","Kolbenheyer, E. G. (Erwin Guido)","1878","1962"
"6013","Pinero, Arthur Wing","1855","1934"
"50521","Keckman, Paul",,
"5116","Mahan, A. T. (Alfred Thayer)","1840","1914"
"46999","Steel, A. G. (Allan Gibson)","1858","1914"
"42","Baum, L. Frank (Lyman Frank)","1856","1919"
"906","Piozzi, Hester Lynch","1741","1821"
"48707","Jones, William Garmon",,
"57353","Brundage, Margaret","1900","1976"
"46071","Goddard, Frederick B. (Frederick Bartlett)","1834",
"55764","Wheelock, Julia S. (Julia Susan)","1833","1900"
"38459","Stubbs, Laura",,
"34834","Costa, José Daniel Rodrigues da","1757","1832"
"35376","Bayne, Mary Addams","1856","1939"
"52606","Vandegrift, Margaret","1845","1913"
"2068","Steele, Robert","1860","1944"
"44788","Stevenson, Robert","1772","1850"
"56185","Betts, John H. (John Henderson)","1877","1902"
"35093","Arnot, Robert","1860",
"31731","Alec-Tweedie, Mrs. (Ethel)","1862","1940"
"6734","Mc Donald, R. D. (Roelof Daniel)","1873","1949"
"54885","Feltus, George Haws","1868","1936"
"50823","Cavallotti, Felice","1842","1898"
"49859","Cather, Katherine Dunlap, Mrs.",,
"1633","Leichhardt, Ludwig","1813","1848"
"9715","Wells, Joseph Robert",,
"44394","Wyckoff, Capwell","1903","1953"
"36050","Soutelo, A. J. Lione",,
"50693","Härkönen, Iivo","1882","1941"
"53786","Olin, Julia M. (Julia Matilda)","1814","1879"
"52748","Maubray, John",,"1732"
"2010","Burney, Fanny","1752","1840"
"55347","Fabiola hospital association, Oakland, Calif.",,
"3974","Henry, Alice","1857","1943"
"35356","Jacob, Robert Urie",,
"52973","Burr, David",,
"56949","Misasi, Nicola","1850","1923"
"39073","Rebell, Hugues","1867","1905"
"51484","Llorente, Teodoro","1836","1911"
"26209","Guo, Pu","276","324"
"41355","Trevisa, John",,"1402"
"42069","Brown, Philip Anthony","1886","1915"
"3968","Woodhouse, Frederic W.",,
"705","Homer","-750","-650"
"47544","Dilley, Edgar M. (Edgar Meck)","1874","1960"
"51389","Breslin, John (John Joseph)",,"1887"
"8100","Roche, Charles E. (Charles Emile)","1847","1935"
"52940","Martin, George","1822","1900"
"25988","Agee, Alva","1858","1943"
"25702","Remondino, P. C. (Peter Charles)","1846","1926"
"45971","Erredge, John Ackerson",,"1862"
"42882","Miller, Gerrit S. (Gerrit Smith)","1869","1956"
"5100","Verrill, A. Hyatt (Alpheus Hyatt)","1871","1954"
"49058","Rusiñol, Santiago","1861","1931"
"40371","Carlton Studio",,
"34215","Andrews, Charles McLean","1863","1943"
"9027","Smarandache, Florentin","1954",
"50707","Douglas, Charles","1865","1924"
"4707","Payn, James","1830","1898"
"32","Krol, Ed","1951",
"7302","Stratton, Clarence","1880","1951"
"8911","Moody, Dwight Lyman","1837","1899"
"48761","Cawthorne, W. A. (William Alexander)","1825","1897"
"52293","Haugen, Karl F.",,
"57013","Wilder, F. W. (Fred William)","1853","1906"
"6906","Pratt Food Company",,
"41222","MacDonald, Alexander","1878","1939"
"40880","Holland, Clive","1866","1959"
"34329","Richardson, W. H.",,
"42182","Callejo Ferrer, Fernando","1862","1926"
"52651","Pearson, A. Cyril (Arthur Cyril)","1838","1916"
"36057","Sinclair, Catherine","1800","1864"
"7854","Dupont, Marcel","1879","1964"
"40851","Teetgen, Alexander",,
"31480","McClymonds, John William","1848",
"51508","Aguilar, Ángel",,
"34914","Denham, George",,
"50450","Gálvez, Manuel","1882","1962"
"39040","Humphrey, Zephine","1874","1956"
"55424","Brown, Ernest",,
"36054","Senancour, Etienne Pivert de","1770","1846"
"928","Darlington, Edgar B. P.",,
"35409","Grayam",,
"54643","Swenson",,
"26809","Poulsson, Emilie","1853","1939"
"4075","Hall, Tom","1862","1900"
"28337","Graves, Walter Stanley",,
"36330","L'Homond, C. F.","1727","1794"
"43465","Barbier, Jules","1825","1901"
"47079","LaPaz, Lincoln","1897","1985"
"7776","Colter, J. J., Mrs.",,
"48044","Overduijn-Heyligers, E.","1868","1944"
"42253","National Gallery (Great Britain)",,
"26523","Drummond, Hamilton","1857","1935"
"26625","Watson, Eugene Winslow","1843","1914"
"1797","Brillat-Savarin","1755","1826"
"55275","Treitel, Elisabeth",,
"48198","Atwater, Caleb","1778","1867"
"37901","Grosvenor, Gilbert Hovey","1875","1966"
"52969","Quigley, Martin","1917","2011"
"25746","Duval, Louis François Marin","1840","1917"
"54291","Papini, Giovanni","1881","1956"
"44581","Melius, Louis",,
"7147","Mukerji, S.",,
"9066","Gasquoine, C. P. (Charles Penrhyn)","1871",
"46164","Wright, G. Frederick (George Frederick)","1838","1921"
"49200","Henry Ford Museum and Greenfield Village",,
"43817","Samuelson, L. H.",,
"8912","Koorevaar, A.",,
"45761","Barton, George","1866","1940"
"9619","Skeats, Wilfred S.",,
"39891","Findlay, George G. (George Gillanders)","1849","1919"
"2270","Thompson, Daniel P. (Daniel Pierce)","1795","1868"
"51011","Montanelli, Giuseppe","1813","1862"
"49282","Aldini, Giovanni","1762","1834"
"42441","Sims, John","1749","1831"
"4019","Priest, William",,
"52887","Petty, George W.",,
"48156","Ichak, Frieda","1879","1952"
"44454","Singh, Baijnath",,
"7743","Coghill, Harry, Mrs.","1836","1907"
"57102","Bancroft, Squire","1841","1926"
"173","Jerome, Jerome K. (Jerome Klapka)","1859","1927"
"26411","Buckrose, J. E.","1868","1931"
"54913","Schmied, François-Louis","1873","1941"
"36322","Adams, H. C. (Henry Cadwallader)","1817","1899"
"40660","Wynter, Andrew","1819","1876"
"44798","Michell, E. B. (Edward Blair)","1843",
"42804","Farquharson, V. A. (Victor Alexander)","1853","1926"
"51117","Moon, Grace","1877","1947"
"4022","Tarbell, Ida M. (Ida Minerva)","1857","1944"
"9552","White, Eliza Orne","1856","1947"
"47396","Elsee, John",,
"36013","Trimble, Louis","1917","1988"
"55638","Debans, Camille","1832","1919"
"35765","Parkerson, James",,
"52515","Paasche, Hans","1881","1920"
"35462","Shay, Frank","1888","1954"
"55420","Atkinson, Robert","1863","1896"
"57000","Dutton, Charles J. (Charles Judson)","1888","1964"
"37995","Blumauer, Aloys","1755","1798"
"55382","United States. Department of the Army. Office of Military History",,
"47902","Dewey, Julia M.",,
"4756","Basset, René","1855","1924"
"42040","British Museum (Natural History). Department of Mineralogy",,
"48065","Ruge, Sophus","1831","1903"
"54325","Bourne, Randolph Silliman","1886","1918"
"2218","Hergesheimer, Joseph","1880","1954"
"339","Quintus, Smyrnaeus, active 4th century",,
"45116","Schönherr, Karl","1867","1943"
"5527","Perlman, Selig","1888","1959"
"1845","Osmer, William",,
"32314","Emerson, Edwin","1869","1959"
"50051","Richardson, William H., of Boston",,
"26152","Su, Manshu","1884","1918"
"7903","Potts, Thomas, active 1612-1618",,
"36836","Rémusat, Paul de","1831","1897"
"9062","Caruso, Enrico","1873","1921"
"42041","Peard, Frances Mary","1835","1923"
"54137","Raymond, George Lansing","1839","1929"
"48200","Williams, Benjamin Samuel","1822","1890"
"5364","Genthe, Siegfried","1870","1904"
"3049","Keitel, Adolph",,
"52672","Minor, Thomas C. (Thomas Chalmers)","1846","1912"
"37365","Whitney, Worrallo",,
"4329","Harris, Miriam Coles","1834","1925"
"53850","Johnson, Lionel","1867","1902"
"9014","Jewell, F.",,
"44046","Brehmer, Artur",,
"54914","Bassell, Burr","1858","1905"
"103","Norris, Frank","1870","1902"
"1934","McGlashan, C. F. (Charles Fayette)","1847","1931"
"57180","Rançon, A. (André)","1858","1900"
"48709","West, Erkki","1857","1934"
"9185","Great Britain. Army. Highland Light Infantry. Battalion, 5th",,
"7010","Chapin, Anna Alice","1880","1920"
"41710","Musters, George C.","1841","1879"
"36640","Böhme, Jakob","1575","1624"
"56396","Metcalf, William","1838","1909"
"2683","Lee, Vernon","1856","1935"
"46194","Decorde, J.-E. (Jean-Eugène)","1811","1881"
"53225","Irvin, Wallace","1876","1959"
"51376","Smith, W. Whately (Walter Whately)","1892","1947"
"417","Talbot, Frederick Arthur Ambrose","1880","1924"
"45523","Coerne, Louis Adolphe","1870","1922"
"39419","Quadrupani, Carlo Giuseppe",,
"50113","Franklin, Joseph","1834","1912"
"35636","Madden, Frederic","1801","1873"
"40652","Anninos, Bampes","1852","1934"
"56882","Bizzoni, Achille","1841","1904"
"56120","Agresti, A. (Antonio)","1866","1927"
"53347","Sutton, George Miksch","1898","1982"
"55166","Sambrot, William","1920","2007"
"32149","Fire-Fly, Fanny",,
"49611","Maro, Francis","1870","1941"
"56731","Darby, W. Dermot","1885","1947"
"9410","Israëls, Jozef","1824","1911"
"53114","Czigány, Dezső","1883","1937"
"4398","Heller, Frank","1886","1947"
"37335","Byers, George William","1923",
"49323","Holmes, T. Rice (Thomas Rice)","1855","1933"
"39027","Roosevelt, Theodore","1887","1944"
"7969","Sewell, William",,
"45347","Elmendorf, Dwight L. (Dwight Lathrop)","1859","1929"
"52816","Mudgett, Herman W.","1861","1896"
"3477","Erickson, Joel Amos","1982",
"55254","Paine, Thomas (Spirit)","1737","1809"
"7932","Kouta, Aarni","1884","1924"
"38437","Mann, Richard F.",,
"8673","Sandelin, Hj.","1852","1877"
"50276","Greif, Chuck",,
"43631","Turberville, Arthur Stanley","1888","1945"
"44291","Calthrop, Everard Ferguson","1876","1915"
"6039","Bligh, William","1754","1817"
"33648","Winter, William West","1881","1940"
"1136","Tombo, Rudolf","1875","1914"
"49490","Wendell, Barrett","1855","1921"
"145","Gordon, Adam Lindsay","1833","1870"
"6937","Taylor, Thomas N. (Thomas Nimmo)","1873","1963"
"51252","Tulimaa, Ilmari","1869","1932"
"45637","Hasson, Benjamin F.",,
"45141","Montagu, Victor Alexander","1841","1915"
"56303","Meyer, Adolf Bernhard","1840","1911"
"42050","Vogüé, Eugène-Melchior, vicomte de","1848","1910"
"36564","Mead, George H.",,
"49519","Kennedy, Mildred",,
"2350","Slemons, J. Morris (Josiah Morris)","1876","1948"
"46381","Baughan, Edward Algernon","1865","1938"
"7376","Wilson, Mary A.",,
"31390","Hearnshaw, F. J. C. (Fossey John Cobb)","1869","1946"
"1423","Keble, John","1792","1866"
"44205","Lilienthal, Meta Stern","1876","1948"
"9455","Mellin, G. H. (Gustaf Henrik)","1803","1876"
"35980","South, Clark","1915","1992"
"57220","Helanen, Vilho","1899","1952"
"38367","Davies, Godfrey","1892","1957"
"41071","Wile, Frederic William","1873","1941"
"48624","Schafer, Joseph","1867","1941"
"914","Flipper, Henry Ossian","1856","1940"
"336","Orr, Sutherland, Mrs.","1828","1903"
"44470","Grimshawe, T. S. (Thomas Shuttleworth)","1778","1850"
"56135","Brun, Nils Christian Nilsen","1846","1919"
"57293","Jaakkola, M. (Maria)","1859","1931"
"36214","Kilner, Frederic Richard","1892",
"49276","Member of the Philadelphia bar",,
"2552","Howard, Gorges Edmond","1715","1786"
"42457","Lassleben, Johann B.",,
"39883","Lindley, Augustus F.",,
"48419","Bruce, J. Collingwood (John Collingwood)","1805","1892"
"8122","Bridgman, L. J. (Lewis Jesse)","1857","1931"
"44822","Eassie, William","1832","1888"
"8028","Stapleton, John H. (John Henry)","1873",
"45495","Percival, Harold",,
"38421","Gue, Belle Willey","1860",
"57189","Costello, P. F.",,
"38888","Fairbanks, George R. (George Rainsford)","1820","1906"
"50123","Henig, Stanley",,
"37728","Marchmont, Arthur W.","1852","1923"
"9532","Dilnot, Frank","1875",
"53234","Hasselriis, Else",,
"4020","Stillman, William James","1828","1901"
"48123","Bowen, C. E. (Charlotte Elizabeth)","1817","1890"
"329","Thomas, Ernest Chester","1850","1892"
"53483","Underhill, Edward Bean","1813","1901"
"39216","Siringo, Charles A.","1855","1928"
"53282","Winkler, Merrie",,
"37012","Gleichen-Russwurm, Alexander, Freiherr von","1865","1947"
"54369","Saunders, W. Sedgwick (William Sedgwick)","1824","1901"
"48903","Saivo, Johan Arvid","1858","1927"
"48630","Moody, Walter D. (Walter Dwight)","1874","1920"
"39733","Macdonald, Frederic W. (Frederic William)","1842","1928"
"53507","Henderson, Alice Corbin","1881","1949"
"9740","Buntline, Ned","1822","1886"
"7115","Lashin, Orrie",,
"6166","Brown, William Norman",,
"34619","Jones, Bascom",,
"1333","Du Hausset, Mme.","1713","1801"
"8679","Barhite, Jared","1840","1921"
"34942","Langbridge, Rosamond","1880","1964"
"47617","Hippel, Theodor Gottlieb von","1741","1796"
"46560","Goodale, Earl",,
"317","Arnold, Edwin Lester","1857","1935"
"46185","Hutchins, Roy",,
"50844","Herzberg, Wilhelm","1861","1945"
"25990","Robertson, M. (Margaret)",,
"51932","Rubimor","1922","1984"
"7693","Babcock, Retta B.",,
"26802","Kinnear, John R.",,
"41329","Raisson, Horace","1798","1854"
"41162","Eden, Emily","1797","1869"
"32574","Lafferty, Maude Ward","1869","1962"
"32670","Zhuang, Chuo","1078",
"6470","Käkikoski, Hilda Maria","1863","1912"
"57364","Traz, Robert de","1884","1951"
"50289","Guericke, Otto von","1602","1686"
"44450","Miller, Irene",,
"57208","Lindsay, W. S. (William Schaw)","1816","1877"
"199","Proudhon, P.-J. (Pierre-Joseph)","1809","1865"
"33498","Codman, John","1814","1900"
"9891","Schönberg, John",,
"44385","Sanesi, Niccola",,
"36238","Meldola, Raphael","1849","1915"
"32654","Wayburn, Ned","1874","1942"
"44299","Karjalainen, Hemminki",,
"35305","Oetker, August","1862","1918"
"9347","Tiuppa, Otto","1872","1914"
"40833","Bertini, Giuseppe","1759","1852"
"41590","Hill, Richard William","1878","1947"
"47137","Riesenberg, Felix","1879","1939"
"50858","Elmslie, W. A. L. (William Alexander Leslie)",,
"42551","Montoya, Gabriel","1868","1914"
"53746","Kenedi, Géza","1853","1935"
"1010","Kirby, William","1817","1906"
"38565","Benthall, Annie T.","1867","1950"
"50224","Wollenweber, L. A. (Louis August)","1807","1888"
"45233","Thompson, James Westfall","1869","1941"
"39847","Avellar Brotero, Felix de","1744","1828"
"37641","Haleole, S. N.",,
"46059","Council on Pharmacy and Chemistry (American Medical Association)",,
"40346","Hulse, David C.",,
"32930","Indrajit, Bhagavanlal",,
"26644","Bowen, Francis","1811","1890"
"56856","Pujo, Alice","1869","1953"
"43256","Scott, Montagu",,
"37212","Gore, George","1826","1909"
"55299","Hunter, Kenneth E.",,
"37540","Scadding, Henry","1813","1901"
"1722","Nukariya, Kaiten",,
"51676","Hall",,
"54355","Crofton, Helen Augusta",,
"32588","Lacerda, Augusto de","1864","1926"
"40898","Butler, Elizabeth (Elizabeth Southerden Thompson)","1846","1933"
"52710","Andrews, C.",,
"7009","Grigsby, Hugh Blair","1806","1881"
"49664","Dreyer, Max","1862","1946"
"1990","Walter, William W.","1869",
"7058","Chase, Edward L.","1884",
"5989","Sanford, P. Gerald (Percy Gerald)",,
"25141","Schmid, Rudolf","1828","1907"
"169","Tarkington, Booth","1869","1946"
"4309","Hall, Thornton","1858",
"57320","Burdette, Robert J. (Robert Jones)","1844","1914"
"7062","O'Connor, J. C. (John Charles)","1853","1928"
"35566","Ganes, Mark",,
"56787","Oakesmith, John",,
"48430","Aragon","1897","1982"
"1515","Marden, Orison Swett","1848","1924"
"26657","Woodside, Henry J.",,
"35630","Kniffin, G. C.",,
"34393","Davidson, Samuel","1806","1898"
"52790","Marr, J. W. S. (James William Slessor)","1902","1965"
"41024","Cunningham, H. S. (Henry Stewart), Sir","1832","1920"
"55955","Ptolemy",,
"1632","Young, Clarence",,
"26682","Bastos, Teixeira","1857","1902"
"51752","Edgar, Matilda Ridout, Lady","1844","1910"
"35637","Gleason, Henry A. (Henry Allan)","1882","1975"
"25655","Work, Milton C. (Milton Cooper)","1864","1934"
"41501","Winsor, Justin","1831","1897"
"52296","Farro, Sarah E.","1859",
"33440","Cobbold, George A. (George Augustus)","1857",
"2802","Gordon, Home","1871","1956"
"39214","Wilson, Eric B.",,
"9744","Mann, Franziska","1859","1927"
"53708","Adams, Thomas W.",,
"57345","Pouget, Isidore","1863","1933"
"48999","Wright, C. T. Hagberg (Charles Theodore Hagberg)","1862","1940"
"55263","Simpson, Georgiana Rose","1865","1944"
"39620","Redmond, John Edward","1856","1918"
"40972","Hunt, Gaillard","1862","1924"
"26758","Bruce, Josephine",,
"9752","Wilson, Theodore P.",,
"46161","Grosscup, Ben S.",,
"8445","Norris, Zoé Anderson",,
"760","Giles, J. A. (John Allen)","1808","1884"
"5665","Fréchette, Louis Honoré","1839","1908"
"39589","Benedek, Elek","1859","1929"
"6978","Goodwin, C. C. (Charles Carroll)","1832","1917"
"37008","Ingpen, Roger","1868","1936"
"57259","Molesworth, William, Sir","1810","1855"
"32242","Untermeyer, Louis","1885","1977"
"2482","Cournos, John","1881","1966"
"33425","Callet, Auguste","1812","1883"
"26249","Nervander, Johan Jacob","1805","1848"
"4847","Dickert, D. A. (David Augustus)","1844","1917"
"25366","Treves, Virginia","1849","1916"
"2530","Andersen Nexø, Martin","1869","1954"
"3935","Mitra, Siddha Mohana","1856","1925"
"5735","Minto, William","1845","1893"
"46323","Ali Haydar Mithat","1872","1950"
"53272","Curtis, Richard Harvey",,
"40806","Baillie, Marianne",,"1831"
